id,rowType,Name,discId,taskResult,IpAddress,Status,ping,snmp,cli,http,netconf,invCollection,invReachability,deviceHostname,deviceId,errorCode,errorParamCode,errorParams
1,SUMMARY,172.16.20.2_rediscovery,470,SUCCESS,,,,,,,,,,,,,,
2,DETAIL,172.16.20.2_rediscovery,470,,172.16.20.2,SUCCESS,SUCCESS,SUCCESS,SUCCESS,NOT-PROVIDED,NOT-PROVIDED,In Progress,Reachable,Edge1.dcloud.cisco.com,166b9499-44b5-4f98-b956-2d8e2a9e9a1e,,,
